球団,選手名,ポジション,打率,打数,得点,安打,二塁打,三塁打,本塁打,打点,三振,四球,死球,犠打,盗塁,失策,出塁率,長打率,OPS,ISO,期間
中日ドラゴンズ,サノー,内野手,0.1111111111,18,0,2,0,0,0,0,9,2,0,0,0,0,0.2,0.1111111111,0.3111111111,0,2026/07/12_2026/07/17
中日ドラゴンズ,石川 昂弥,内野手,0.1111111111,18,1,2,1,0,1,3,8,2,0,0,0,0,0.2,0.3333333333,0.5333333333,0.2222222222,2026/07/12_2026/07/17
中日ドラゴンズ,森 駿太,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,土田 龍空,内野手,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,阿部 寿樹,内野手,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2026/07/12_2026/07/17
中日ドラゴンズ,新保 茉良,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,山本 泰寛,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,板山 祐太郎,内野手,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,知野 直人,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,ロドリゲス,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,樋口 正修,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,尾田 剛樹,外野手,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,岡林 勇希,外野手,0.25,20,2,5,1,0,0,0,2,1,0,0,0,0,0.2857142857,0.3,0.5857142857,0.05,2026/07/12_2026/07/17
中日ドラゴンズ,大島 洋平,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,ボスラー,外野手,0.05882352941,17,1,1,0,0,1,3,10,1,0,0,0,0,0.1111111111,0.2352941176,0.3464052288,0.1764705882,2026/07/12_2026/07/17
中日ドラゴンズ,ブライト 健太,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,川越 誠司,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,上林 誠知,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,細川 成也,外野手,0.1578947368,19,0,3,0,0,0,0,3,2,0,0,0,0,0.2380952381,0.1578947368,0.3959899749,0,2026/07/12_2026/07/17
中日ドラゴンズ,花田 旭,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,鵜飼 航丞,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,能戸 輝夢,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,山浅 龍之介,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,日渡 騰輝,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,中村 奈一輝,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,津田 啓史,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,石川 大峨,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,川上 理偉,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,福元 悠真,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
中日ドラゴンズ,三上 愛介,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,古賀 優大,捕手,0.2307692308,13,1,3,0,0,0,0,5,0,0,0,0,0,0.2307692308,0.2307692308,0.4615384615,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,中村 悠平,捕手,0.3333333333,3,0,1,1,0,0,0,0,0,0,0,0,0,0.3333333333,0.6666666667,1,0.3333333333,2026/07/12_2026/07/17
東京ヤクルトスワローズ,松本 直樹,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,柿沼 友哉,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,橋本 星哉,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,矢野 泰二郎,捕手,0.3333333333,3,1,1,0,0,0,0,0,1,0,0,0,1,0.5,0.3333333333,0.8333333333,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,鈴木 叶,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,赤羽 由紘,内野手,0.1333333333,15,1,2,0,0,0,2,5,1,0,0,0,0,0.1875,0.1333333333,0.3208333333,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,山田 哲人,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,内山 壮真,内野手,0.15,20,2,3,1,0,0,0,4,2,0,0,0,0,0.2272727273,0.2,0.4272727273,0.05,2026/07/12_2026/07/17
東京ヤクルトスワローズ,松下 歩叶,内野手,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,長岡 秀樹,内野手,0.4210526316,19,1,8,0,0,0,2,2,1,0,0,0,0,0.45,0.4210526316,0.8710526316,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,茂木 栄五郎,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,宮本 丈,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,オスナ,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,山野辺 翔,内野手,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,石井 巧,内野手,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0.75,0,0.75,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,松川 玲央,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,北村 恵吾,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,田中 陽翔,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,武岡 龍世,内野手,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,伊藤 琉偉,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,並木 秀尊,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,丸山 和郁,外野手,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,塩見 泰隆,外野手,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,サンタナ,外野手,0.1875,16,1,3,1,0,1,3,7,2,0,0,0,0,0.2777777778,0.4375,0.7152777778,0.25,2026/07/12_2026/07/17
東京ヤクルトスワローズ,モイセエフ ニキータ,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,西村 瑠伊斗,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,澤井 廉,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,増田 珠,外野手,0.2941176471,17,2,5,0,0,1,1,3,2,1,0,0,0,0.4,0.4705882353,0.8705882353,0.1764705882,2026/07/12_2026/07/17
東京ヤクルトスワローズ,岩田 幸宏,外野手,0.2777777778,18,1,5,0,1,0,0,3,0,0,0,3,0,0.2777777778,0.3888888889,0.6666666667,0.1111111111,2026/07/12_2026/07/17
東京ヤクルトスワローズ,モンテル,外野手,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0.3333333333,0,0.3333333333,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,松本 龍之介,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,中川 拓真,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,澤野 聖悠,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,根岸 辰昇,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
東京ヤクルトスワローズ,髙野 颯太,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,渡邉 陸,捕手,0.6666666667,3,0,2,0,0,0,0,0,1,0,0,0,0,0.75,0.6666666667,1.416666667,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,嶺井 博希,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,山本 祐大,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,谷川原 健太,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,石塚 綜一郎,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,海野 隆司,捕手,0.125,8,0,1,0,0,0,0,4,2,0,0,0,0,0.3,0.125,0.425,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,藤田 悠太郎,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,川瀬 晃,内野手,0.375,8,2,3,1,0,0,0,2,0,0,1,0,0,0.375,0.5,0.875,0.125,2026/07/12_2026/07/17
福岡ソフトバンクホークス,ダウンズ,内野手,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,山川 穂高,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,今宮 健太,内野手,0.125,8,1,1,1,0,0,0,2,0,0,0,0,0,0.125,0.25,0.375,0.125,2026/07/12_2026/07/17
福岡ソフトバンクホークス,中村 晃,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,牧原 大成,内野手,0.3076923077,13,2,4,1,0,0,4,1,0,1,0,1,0,0.3571428571,0.3846153846,0.7417582418,0.07692307692,2026/07/12_2026/07/17
福岡ソフトバンクホークス,栗原 陵矢,内野手,0.2777777778,18,4,5,0,0,3,6,6,0,0,0,0,0,0.2777777778,0.7777777778,1.055555556,0.5,2026/07/12_2026/07/17
福岡ソフトバンクホークス,庄子 雄大,内野手,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,廣瀨 隆太,内野手,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,イヒネ イツア,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,宇野 真仁朗,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,秋広 優人,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,髙橋 隆慶,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,石見 颯真,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,野村 勇,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,近藤 健介,外野手,0.3125,16,0,5,2,0,0,1,3,1,0,0,0,0,0.3529411765,0.4375,0.7904411765,0.125,2026/07/12_2026/07/17
福岡ソフトバンクホークス,柳田 悠岐,外野手,0.25,16,2,4,0,0,1,1,3,1,0,0,0,0,0.2941176471,0.4375,0.7316176471,0.1875,2026/07/12_2026/07/17
福岡ソフトバンクホークス,周東 佑京,外野手,0.4117647059,17,1,7,1,0,0,1,3,0,0,1,2,0,0.4117647059,0.4705882353,0.8823529412,0.05882352941,2026/07/12_2026/07/17
福岡ソフトバンクホークス,正木 智也,外野手,0.3636363636,11,3,4,0,0,1,3,5,3,0,0,0,0,0.5,0.6363636364,1.136363636,0.2727272727,2026/07/12_2026/07/17
福岡ソフトバンクホークス,柳町 達,外野手,0.3,10,0,3,1,0,0,3,2,0,0,0,0,1,0.3,0.4,0.7,0.1,2026/07/12_2026/07/17
福岡ソフトバンクホークス,笹川 吉康,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,緒方 理貢,外野手,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,川村 友斗,外野手,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,山本 恵大,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,ロドリゲス,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,大友 宗,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,牧原 巧汰,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,池田 栞太,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,盛島 稜大,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,ザイレン,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,藤野 恵音,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,桑原 秀侍,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,広瀬 結煌,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,佐倉 侠史朗,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,中澤 恒貴,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,江崎 歩,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,大橋 令和,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,山下 恭吾,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,西尾 歩真,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,モレノ,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,アルモンテ,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,大泉 周也,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,漁府 輝羽,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,木下 勇人,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,鈴木 貴大,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,生海,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,エミール,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,重松 凱人,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,佐藤 航太,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
福岡ソフトバンクホークス,オスーナ,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,郡司 裕也,捕手,0.5555555556,9,2,5,1,0,0,2,1,3,1,0,0,0,0.6923076923,0.6666666667,1.358974359,0.1111111111,2026/07/12_2026/07/17
北海道日本ハムファイターズ,清水 優心,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,進藤 勇也,捕手,0.1666666667,6,0,1,1,0,0,1,4,0,0,0,0,0,0.1666666667,0.3333333333,0.5,0.1666666667,2026/07/12_2026/07/17
北海道日本ハムファイターズ,リン,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,藤森 海斗,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,吉田 賢吾,捕手,0.1,10,1,1,1,0,0,0,3,1,1,0,0,0,0.25,0.2,0.45,0.1,2026/07/12_2026/07/17
北海道日本ハムファイターズ,田宮 裕涼,捕手,0.1428571429,7,0,1,0,0,0,0,4,0,0,0,0,0,0.1428571429,0.1428571429,0.2857142857,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,梅林 優貴,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,上川畑 大悟,内野手,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,野村 佑希,内野手,0.4444444444,9,1,4,1,0,1,3,3,1,0,0,0,0,0.5,0.8888888889,1.388888889,0.4444444444,2026/07/12_2026/07/17
北海道日本ハムファイターズ,カストロ,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,中島 卓也,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,清宮 幸太郎,内野手,0.3,10,2,3,0,0,1,1,2,2,0,0,0,0,0.4166666667,0.6,1.016666667,0.3,2026/07/12_2026/07/17
北海道日本ハムファイターズ,有薗 直輝,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,水野 達稀,内野手,0.2352941176,17,2,4,2,0,0,1,4,1,0,0,0,3,0.2777777778,0.3529411765,0.6307189542,0.1176470588,2026/07/12_2026/07/17
北海道日本ハムファイターズ,阪口 樂,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,大塚 瑠晏,内野手,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,半田 南十,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,山縣 秀,内野手,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,細川 凌平,内野手,0.2,5,1,1,0,0,0,0,0,0,0,1,0,1,0.2,0.2,0.4,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,奈良間 大己,内野手,0.3,10,1,3,0,0,1,2,1,1,0,0,0,0,0.3636363636,0.6,0.9636363636,0.3,2026/07/12_2026/07/17
北海道日本ハムファイターズ,明瀬 諒介,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,西川 遥輝,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,淺間 大基,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,宮崎 一樹,外野手,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,エドポロ ケイン,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,五十幡 亮汰,外野手,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,水谷 瞬,外野手,0.1428571429,7,0,1,0,0,0,0,1,1,0,0,0,0,0.25,0.1428571429,0.3928571429,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,今川 優馬,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,万波 中正,外野手,0.5294117647,17,2,9,2,0,0,1,2,0,0,0,0,1,0.5294117647,0.6470588235,1.176470588,0.1176470588,2026/07/12_2026/07/17
北海道日本ハムファイターズ,レイエス,外野手,0.3333333333,15,0,5,2,0,0,1,7,1,0,0,0,0,0.375,0.4666666667,0.8416666667,0.1333333333,2026/07/12_2026/07/17
北海道日本ハムファイターズ,濵田 泰希,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,常谷 拓輝,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,藤田 大清,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,山口 アタル,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
北海道日本ハムファイターズ,星野 ひので,外野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,若月 健矢,捕手,0.2222222222,9,2,2,1,0,0,0,2,1,0,0,0,0,0.3,0.3333333333,0.6333333333,0.1111111111,2026/07/12_2026/07/17
オリックス・バファローズ,森 友哉,捕手,0.1666666667,12,2,2,0,0,0,0,4,1,0,0,0,0,0.2307692308,0.1666666667,0.3974358974,0,2026/07/12_2026/07/17
オリックス・バファローズ,福永 奨,捕手,0.5,2,0,1,1,0,0,1,1,0,0,1,0,0,0.5,1,1.5,0.5,2026/07/12_2026/07/17
オリックス・バファローズ,石川 亮,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,頓宮 裕真,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,山中 稜真,捕手,0.3846153846,13,1,5,0,0,0,2,2,3,1,0,0,0,0.5294117647,0.3846153846,0.9140271493,0,2026/07/12_2026/07/17
オリックス・バファローズ,野上 士耀,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,堀 柊那,捕手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,太田 椋,内野手,0.2352941176,17,2,4,1,0,0,2,4,1,0,0,0,0,0.2777777778,0.2941176471,0.5718954248,0.05882352941,2026/07/12_2026/07/17
オリックス・バファローズ,西野 真弘,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,宗 佑磨,内野手,0.1428571429,14,1,2,1,0,0,3,5,1,0,0,1,0,0.2,0.2142857143,0.4142857143,0.07142857143,2026/07/12_2026/07/17
オリックス・バファローズ,野口 智哉,内野手,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2026/07/12_2026/07/17
オリックス・バファローズ,大城 滉二,内野手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026/07/12_2026/07/17
オリックス・バファローズ,紅林 弘太郎,内野手,0.5384615385,13,2,7,2,0,0,1,2,2,1,0,0,0,0.625,0.6923076923,1.317307692,0.1538461538,2026/07/12_2026/07/17
